Time(s),Cart Position(m),Cart Velocity(m/s),Hook Angle(deg),Hook Angle Rate(deg/s),Payload Angle(deg),Payload Angle Rate(deg/s),Force(N),Cart Acceleration(m/s^2),,
53.969,0,0,0.000460194,0.0420869,0.00178964,0.00087641,0,0,0.631268,5.35E-15
53.981,0,0,0.000818123,0.0446435,0.00173851,0.000643988,0,0,0.845168,-0.845168
53.99,0,0,0.00117605,0.0479442,0.00178964,0.000643988,0,0,-0.463789,2.31894
54,0,0,0.00153398,0.0510027,0.00184078,0.00151542,0,0,7.21E-15,-1.13313
54.009,0,0,0.00189191,0.0541425,0.00178964,0.00168138,0,0,-6.01E-15,-2.26627
54.019,0,0,0.00224984,0.0572822,0.00178964,0.00123733,0,0,-4.81E-15,2.26627
54.031,0,0,0.00260777,0.0599938,0.00178964,0.00131481,0,0,2.51E-14,-0.422584
54.04,0,0,0.0029657,0.0625653,0.00178964,0.00104569,0,0,-1.18E-14,7.87E-15
54.05,0,0,0.00332362,0.0652181,0.00184078,0.000827828,0,0,9.61E-15,1.13313
54.059,0,0,0.00368155,0.0679093,0.00189191,0.00118665,0,0,1.44E-14,-0.566567
54.069,0,0,0.00403948,0.0707984,0.00194304,0.00168532,0,0,-1.44E-14,0
54.081,0,0,0.00434628,0.0729935,0.00199417,0.00207269,0,0,-0.845168,-3.58E-15
54.09,0,0,0.00460194,0.0745583,0.00199417,0.00223501,0,0,-0.463789,-0.927577
54.1,0,0,0.00480647,0.0756193,0.00199417,0.00214531,0,0,-0.566567,0.566567
54.109,0,0,0.00495987,0.0756193,0.00194304,0.00187619,0,0,-0.566567,-1.13313
54.119,0,0,0.00506214,0.0751451,0.00189191,0.00133795,0,0,-0.566567,0.566567
54.131,0,0,0.00521553,0.0744479,0.00194304,0.00164784,0,0,1.26775,1.69034
54.14,0,0,0.00536893,0.0741232,0.00194304,0.00221598,0,0,-0.463789,-1.85515
54.15,0,0,0.00552233,0.0737644,0.00189191,0.00177194,0,0,-9.61E-15,-0.566567
54.159,0,0,0.0056246,0.0725085,0.00189191,0.00150282,0,0,-1.13313,1.6997
54.169,0,0,0.00567573,0.0700166,0.00184078,0.0013234,0,0,-0.566567,-1.6997
54.181,0,0,0.00577799,0.0684672,0.00178964,0.00062614,0,0,1.26775,0.422584
54.19,0,0,0.00588026,0.0671686,0.00178964,0.000220325,0,0,-0.463789,0.927577
54.201,0,0,0.00598252,0.0652399,0.00184078,0.000650916,0,0,8.67E-15,0.511327
54.209,0,0,0.00608479,0.0637149,0.00184078,0.000920035,0,0,-4.81E-14,-1.6997
54.22,0,0,0.00618706,0.0621899,0.00189191,0.00109945,0,0,9.61E-15,1.6997
54.231,0,0,0.00623819,0.0600981,0.00189191,0.00133187,0,0,-0.845168,-1.26775
54.24,0,0,0.00623819,0.0572614,0.00184078,0.000747496,0,0,-0.511327,-0.511327
54.251,0,0,0.00628932,0.0544491,0.00189191,0.000491832,0,0,1.53398,2.55663
54.259,0,0,0.00634045,0.0521168,0.00189191,0.000940365,0,0,-0.566567,-2.26627
54.285,0,0,0.00634045,0.049471,0.00189191,0.000890235,0,0,-0.353859,0.17693
54.29,0,0,0.00634045,0.0468594,0.00194304,0.0012876,0,0,0.212831,0.425662
54.301,0,0,0.00634045,0.0439375,0.00194304,0.00160718,0,0,-5.42E-14,-2.39684
54.31,0,0,0.00634045,0.0407978,0.00189191,0.000638349,0,0,-3.47E-14,-0.511327
54.319,0,0,0.00628932,0.037374,0.00184078,0.000159915,0,0,-1.26254,0.631268
54.329,0,0,0.00618706,0.0334269,0.00173851,-0.000198911,0,0,-0.566567,-1.13313
54.339,0,0,0.00618706,0.0302892,0.00173851,-0.000702491,0,0,2.55663,2.55663
54.351,0,0,0.00618706,0.0276035,0.00173851,-0.000547543,0,0,-0.845168,-0.845168
54.36,0,0,0.00623819,0.0247072,0.00178964,-0.000573173,0,0,0.927577,0.927577
54.369,0,0,0.00628932,0.0221356,0.00184078,-0.000543271,0,0,-0.631268,-0.631268
54.379,0,0,0.00628932,0.0191753,0.00184078,-0.000812391,0,0,-1.13313,-1.13313
54.389,0,0,0.00628932,0.0166109,0.00178964,-0.00154064,0,0,0.511327,-0.511327
54.401,0,0,0.00628932,0.0145007,0.00184078,-0.00170297,0,0,-3.58E-14,2.11292
54.41,0,0,0.00628932,0.0126169,0.00189191,-0.00104512,0,0,-3.93E-14,-0.927577
54.419,0,0,0.00628932,0.0111816,0.00194304,-0.000302552,0,0,-5.35E-14,1.34E-14
54.429,0,0,0.00628932,0.0101948,0.00199417,0.000684219,0,0,-4.81E-14,-9.61E-15
54.439,0,0,0.00623819,0.00900944,0.00194304,0.000521524,0,0,-1.02265,-2.04531
54.451,0,0,0.00618706,0.00724599,0.00189191,-0.000345445,0,0,0.422584,0.845168
54.46,0,0,0.00613592,0.00549458,0.00189191,-0.000148945,0,0,-3.93E-14,0.927577
54.47,0,0,0.00608479,0.00394465,0.00189191,0.000214865,0,0,-1.07E-14,-0.631268
54.479,0,0,0.00608479,0.003227,0.00194304,0.000663397,0,0,1.13313,1.13313
54.489,0,0,0.00603366,0.00251424,0.00189191,0.00112824,0,0,-1.53398,-2.55663
54.505,0,0,0.00593139,0.00103145,0.00184078,0.000831683,0,0,-0.30256,0.605121
54.51,0,0,0.00577799,-0.00095704,0.00178964,8.50E-05,0,0,-0.463789,0
54.52,0,0,0.00572686,-0.00299039,0.00184078,-7.05E-05,0,0,4.54513,3.6361
54.537,0,0,0.0056246,-0.00426621,0.00184078,2.59E-06,0,0,-1.12225,-1.12225
54.541,0,0,0.00557346,-0.00545783,0.00194304,0.00017598,0,0,1.39137,2.31894
54.551,0,0,0.0054712,-0.00639527,0.00199417,0.00161257,0,0,-3.13057,-4.1741
54.56,0,0,0.00526667,-0.00809072,0.00194304,0.00143315,0,0,-1.6997,-1.6997
54.57,0,0,0.00506214,-0.0106025,0.00189191,0.000446381,0,0,1.13313,1.13313
54.579,0,0,0.00490874,-0.0122278,0.00194304,0.000586217,0,0,1.13313,2.26627
54.589,0,0,0.00475534,-0.0134287,0.00194304,0.000780099,0,0,-0.566567,-2.26627
54.601,0,0,0.00455081,-0.0148232,0.00194304,0.000383046,0,0,-0.845168,0.422584
54.61,0,0,0.00429515,-0.0167711,0.00194304,0.000723931,0,0,-0.463789,3.93E-15
54.62,0,0,0.00398835,-0.0190885,0.00194304,0.00129207,0,0,-0.566567,4.81E-15
54.629,0,0,0.00373269,-0.020793,0.00194304,0.00200972,0,0,1.6997,4.81E-15
54.639,0,0,0.00342589,-0.0227889,0.00189191,0.00216671,0,0,-1.6997,-1.13313
54.651,0,0,0.00311909,-0.0253456,0.00189191,0.00177934,0,0,0.422584,1.26775
54.66,0,0,0.00286343,-0.0277805,0.00184078,0.00137353,0,0,0.927577,-1.39137
54.67,0,0,0.00255663,-0.0307707,0.00173851,-1.97E-06,0,0,-1.6997,-0.566567
54.679,0,0,0.00219871,-0.0340001,0.00163625,-0.00116816,0,0,-0.566567,0.566567
54.689,0,0,0.00189191,-0.0368752,0.00163625,-0.0011861,0,0,1.6997,2.26627
54.701,0,0,0.00163625,-0.0388895,0.00163625,-0.00103115,0,0,0.422584,-0.845168
54.71,0,0,0.00143172,-0.0405939,0.00168738,-0.0013558,0,0,0.463789,0.927577
54.72,0,0,0.00117605,-0.0425675,0.00173851,-0.00129102,0,0,-1.6997,-0.566567
54.729,0,0,0.000920388,-0.0448998,0.00173851,-0.00156013,0,0,0.566567,-1.13313
54.739,0,0,0.00056246,-0.0474251,0.00173851,-0.00156462,0,0,-2.26627,0.566567
54.751,0,0,0.000255663,-0.0495943,0.00178964,-0.000789882,0,0,1.69034,0.845168
54.76,0,0,-5.11E-05,-0.0515423,0.00184078,-0.000140578,0,0,-0.463789,-0.463789
54.77,0,0,-0.000306796,-0.0534909,0.00189191,0.000213264,0,0,1.13313,7.21E-15
54.779,0,0,-0.000613592,-0.0557335,0.00189191,0.000123557,0,0,-1.6997,-1.13313
54.789,0,0,-0.000971521,-0.0586131,0.00184078,-0.000235268,0,0,-0.566567,-0.566567
54.801,0,0,-0.00127832,-0.0605798,0.00178964,-0.000241228,0,0,1.26775,0.422584
54.81,0,0,-0.00153398,-0.0615537,0.00173851,-0.000241228,0,0,0.463789,-1.97E-15
54.82,0,0,-0.00178964,-0.0625704,0.00173851,-0.000534269,0,0,-0.566567,1.13313
54.829,0,0,-0.00199417,-0.0641652,0.00173851,-0.00069707,0,0,1.13313,-0.566567
54.839,0,0,-0.00224984,-0.0654894,0.00163625,-0.00164112,0,0,-1.6997,-2.26627
54.851,0,0,-0.0025055,-0.0666515,0.00158511,-0.00343409,0,0,0.422584,1.69034
54.86,0,0,-0.00271003,-0.0669121,0.00158511,-0.00333584,0,0,0.927577,0.463789
54.87,0,0,-0.00286343,-0.0663739,0.00163625,-0.00234907,0,0,0.566567,0.566567
54.879,0,0,-0.0029657,-0.0658356,0.00168738,-0.00190053,0,0,0.566567,-0.566567
54.889,0,0,-0.00301683,-0.065118,0.00173851,-0.00181083,0,0,0.566567,-1.44E-14
54.901,0,0,-0.00306796,-0.0640333,0.00173851,-0.00157841,0,0,-0.422584,-0.845168
54.91,0,0,-0.00322136,-0.0629782,0.00173851,-0.00165957,0,0,-1.85515,0.463789
54.92,0,0,-0.00327249,-0.0613635,0.00173851,-0.00165957,0,0,3.3994,-4.81E-15
54.929,0,0,-0.00332362,-0.0591208,0.00178964,-0.00139045,0,0,-1.13313,1.13313
54.939,0,0,-0.00332362,-0.0568782,0.00189191,-0.000313973,0,0,1.13313,0.566567
54.951,0,0,-0.00332362,-0.054399,0.00194304,0.000538239,0,0,-0.422584,-1.26775
54.96,0,0,-0.00347702,-0.0529381,0.00184078,0.00029475,0,0,-2.78273,-2.31894
54.97,0,0,-0.00357929,-0.0518616,0.00178964,0.000205043,0,0,2.83284,2.83284
54.979,0,0,-0.00368155,-0.0496189,0.00178964,0.00110211,0,0,-0.566567,0.566567
54.989,0,0,-0.00373269,-0.0472866,0.00178964,0.00155064,0,0,1.13313,-0.566567
55.001,0,0,-0.00373269,-0.0453497,0.00184078,0.00162811,0,0,0.422584,0.845168
55.01,0,0,-0.00378382,-0.0438076,0.00178964,0.00138463,0,0,-1.39137,-2.31894
55.02,0,0,-0.00388608,-0.0426414,0.00168738,-5.07E-05,0,0,-0.566567,1.92E-14
55.029,0,0,-0.00398835,-0.0412959,0.00158511,-0.00121686,0,0,0.566567,0.566567
55.039,0,0,-0.00398835,-0.0388738,0.00158511,-0.00148598,0,0,2.26627,2.26627
55.051,0,0,-0.00393722,-0.0358523,0.00163625,-0.00133103,0,0,2.15E-14,3.58E-15
55.06,0,0,-0.00383495,-0.0327681,0.00168738,-0.00133103,0,0,0.463789,-0.463789
55.07,0,0,-0.00378382,-0.0296284,0.00168738,-0.00160015,0,0,-1.6997,-1.13313
55.079,0,0,-0.00378382,-0.0271166,0.00168738,-0.00186927,0,0,-0.566567,0.566567
55.089,0,0,-0.00378382,-0.0241563,0.00173851,-0.00124133,0,0,0.566567,1.13313
55.101,0,0,-0.00378382,-0.0215996,0.00178964,-0.000311643,0,0,-1.79E-14,-0.422584
55.11,0,0,-0.00373269,-0.0192459,0.00189191,0.000743476,0,0,0.927577,0.927577
55.12,0,0,-0.00368155,-0.0165547,0.00194304,0.00164054,0,0,-0.566567,-1.6997
55.129,0,0,-0.00368155,-0.0144018,0.00194304,0.00164054,0,0,-1.13313,-0.566567
55.139,0,0,-0.00373269,-0.0127871,0.00189191,0.00181995,0,0,-0.566567,-0.566567
55.151,0,0,-0.00378382,-0.0112376,0.00184078,0.00205238,0,0,0.422584,0.422584
55.16,0,0,-0.00378382,-0.00961432,0.00184078,0.00197121,0,0,0.927577,0.927577
55.17,0,0,-0.00373269,-0.00782019,0.00184078,0.00170209,0,0,0.566567,-0.566567
55.179,0,0,-0.00373269,-0.0065643,0.00184078,0.00116385,0,0,-1.6997,2.40E-15
55.189,0,0,-0.00378382,-0.00638489,0.00178964,0.000446202,0,0,-0.566567,-1.13313
55.201,0,0,-0.00388608,-0.00677226,0.00168738,-0.000406009,0,0,-0.422584,-0.422584
55.21,0,0,-0.00383495,-0.00604179,0.00168738,-0.000730661,0,0,3.24652,2.31894
55.22,0,0,-0.00378382,-0.00433737,0.00173851,-0.000282129,0,0,-1.6997,-2.40E-15
55.229,0,0,-0.00368155,-0.0033506,0.00178964,-1.30E-05,0,0,1.13313,-0.566567
55.239,0,0,-0.00363042,-0.00245353,0.00178964,-0.000640955,0,0,-1.6997,-1.13313
55.255,0,0,-0.00357929,-0.00226879,0.00178964,-0.0013263,0,0,0.30256,0.30256
55.261,0,0,-0.00352816,-0.0011325,0.00184078,-0.000676996,0,0,2.75E-14,0.927577
55.271,0,0,-0.00342589,0.00106531,0.00189191,0.000859228,0,0,1.5979,-0.798948
55.279,0,0,-0.00322136,0.00339767,0.00199417,0.00166659,0,0,1.6997,1.13313
55.289,0,0,-0.00301683,0.0061088,0.00204531,0.0023344,0,0,-1.26254,-1.8938
55.301,0,0,-0.00291456,0.00727091,0.00199417,0.00194703,0,0,-1.69034,-1.26775
55.31,0,0,-0.00286343,0.00783905,0.00194304,0.00137889,0,0,-3.93E-15,0.927577
55.321,0,0,-0.00276117,0.00924296,0.00189191,0.00184985,0,0,1.53398,0
55.329,0,0,-0.00255663,0.0117547,0.00194304,0.00292633,0,0,1.6997,2.26627
55.339,0,0,-0.00230097,0.0144808,0.00199417,0.00394798,0,0,2.68E-14,-1.26254
55.351,0,0,-0.00209644,0.0158753,0.00194304,0.00348314,0,0,-1.26775,-1.69034
55.359,0,0,-0.00199417,0.0162528,0.00184078,0.00214395,0,0,-1.53398,-2.17E-15
55.385,0,0,-0.00189191,0.0159361,0.00173851,0.00141311,0,0,0.353859,0.17693
55.389,0,0,-0.00163625,0.0169259,0.00173851,0.00127556,0,0,1.36354,0.909026
55.41,0,0,-0.00127832,0.0193336,0.00178964,0.00134732,0,0,0.327249,2.78E-15
55.418,0,0,-0.000971521,0.0213319,0.00178964,0.0010588,0,0,-0.972798,-0.729598
55.438,0,0,-0.000664725,0.0228537,0.00184078,0.000531241,0,0,0.260881,0.782643
55.458,0,0,-0.000409062,0.023466,0.00178964,-0.00018641,0,0,-0.255663,-0.639159
55.478,0,0,-0.000153398,0.0243092,0.00178964,-0.000446559,0,0,0.127832,0.511327
55.498,0,0,0.000204531,0.025989,0.00184078,8.27E-05,0,0,0.511327,0.127832
55.518,0,0,0.000511327,0.0279026,0.00184078,0.000675383,0,0,-0.511327,-0.383495
55.555,0,0,0.000818123,0.0289321,0.00178964,0.000718101,0,0,0.0629519,-0.0629519
55.563,0,0,0.00117605,0.0298231,0.00184078,0.000628394,0,0,0.202006,0.505014
55.574,0,0,0.00148285,0.0325143,0.00178964,0.000718101,0,0,-1.6997,-3.3994
55.585,0,0,0.00173851,0.0348875,0.00173851,0.000444904,0,0,-0.422584,0.845168
55.592,0,0,0.00204531,0.0381414,0.00178964,0.00123686,0,0,1.8938,2.52507
55.604,0,0,0.0023521,0.0410846,0.00184078,0.00227062,0,0,-0.566567,-1.13313
55.61,0,0,0.00271003,0.0434917,0.00189191,0.00229554,0,0,1.26254,2.68E-15
55.621,0,0,0.00301683,0.0460827,0.00189191,0.00195782,0,0,-2.12316,-1.41544
55.63,0,0,0.00327249,0.0475808,0.00184078,0.00143752,0,0,-0.511327,-0.511327
55.64,0,0,0.00347702,0.0492024,0.00178964,0.000964837,0,0,-0.566567,0.566567
55.652,0,0,0.00373269,0.050501,0.00184078,0.000798821,0,0,1.26775,1.69034
55.66,0,0,0.00398835,0.0518645,0.00189191,0.000756211,0,0,-0.511327,-1.02265
55.67,0,0,0.00419288,0.0524227,0.00189191,0.000227939,0,0,-1.26254,-1.26254
55.679,0,0,0.00434628,0.0517748,0.00184078,-0.000888408,0,0,-0.566567,-0.566567
55.689,0,0,0.00444854,0.051677,0.00178964,-0.0012717,0,0,-0.566567,0.566567
55.7,0,0,0.00465307,0.0524886,0.00184078,-0.000622395,0,0,2.31894,1.85515
55.709,0,0,0.00490874,0.0540226,0.00189191,0.000400259,0,0,-1.73E-14,-1.02265
55.72,0,0,0.00506214,0.054202,0.00194304,0.000736658,0,0,-2.55663,0
55.729,0,0,0.00511327,0.0524313,0.00189191,-1.14E-05,0,0,-1.02265,-2.04531
55.739,0,0,0.00511327,0.0506494,0.00184078,-0.000561866,0,0,-4.81E-14,1.13313
55.75,0,0,0.0051644,0.0497038,0.00184078,0.000128019,0,0,1.39137,0.927577
55.759,0,0,0.0053178,0.0503254,0.00194304,0.001276,0,0,1.53398,1.53398
55.77,0,0,0.00542007,0.0504391,0.00194304,0.00201458,0,0,-2.04531,-3.06796
55.779,0,0,0.00542007,0.0483767,0.00189191,0.00124759,0,0,-1.53398,-1.08E-14
55.789,0,0,0.00542007,0.046199,0.00189191,0.000802152,0,0,1.13313,1.6997
55.8,0,0,0.00536893,0.0441902,0.00178964,0.000274593,0,0,-0.927577,-2.31894
55.809,0,0,0.00542007,0.0430397,0.00184078,1.89E-05,0,0,2.55663,4.09062
55.821,0,0,0.0054712,0.0425852,0.00194304,0.00108216,0,0,-0.927577,-0.463789
55.829,0,0,0.0054712,0.0414347,0.00199417,0.00159349,0,0,-1.02265,-1.53398
55.839,0,0,0.00552233,0.0401754,0.00204531,0.00184442,0,0,1.8938,0.631268
55.85,0,0,0.00552233,0.0395517,0.00209644,0.00236984,0,0,-1.39137,7.87E-15
55.859,0,0,0.00542007,0.0377052,0.00204531,0.00228462,0,0,-1.53398,-2.04531
55.87,0,0,0.00542007,0.0342336,0.00204531,0.00185403,0,0,3.06796,2.04531
55.879,0,0,0.0054712,0.0326454,0.00214757,0.0029929,0,0,1.73E-14,1.53398
55.889,0,0,0.0054712,0.0303579,0.00209644,0.00316733,0,0,-1.6997,-4.53254
55.9,0,0,0.00536893,0.0270088,0.00194304,0.0014031,0,0,-1.39137,-0.463789
55.909,0,0,0.00526667,0.0228614,0.00178964,-0.000519112,0,0,1.02265,1.02265
55.921,0,0,0.0051644,0.0187412,0.00173851,-0.0014501,0,0,-2.36E-14,1.85515
55.929,0,0,0.0051644,0.0161845,0.00173851,-0.00110921,0,0,2.04531,1.52E-14
55.94,0,0,0.0051644,0.0144801,0.00168738,-0.000750389,0,0,-1.13313,-1.6997
55.95,0,0,0.00511327,0.0125322,0.00158511,-0.00155833,0,0,-0.927577,-0.463789
55.959,0,0,0.00506214,0.00977822,0.00153398,-0.00287253,0,0,0.566567,1.6997
55.971,0,0,0.00506214,0.00753271,0.00153398,-0.00314307,0,0,0.927577,0.463789
55.979,0,0,0.00506214,0.00618263,0.00158511,-0.00244336,0,0,-0.511327,0.511327
55.99,0,0,0.00511327,0.00546498,0.00168738,-0.00109777,0,0,1.13313,0.566567
56,0,0,0.00506214,0.00424753,0.00168738,-0.000773113,0,0,-2.31894,-2.31894
56.009,0,0,0.00495987,0.00121994,0.00168738,-0.00154907,0,0,4.81E-14,1.13313
56.02,0,0,0.00485761,-0.00142192,0.00168738,-0.00197518,0,0,0.511327,2.17E-15
56.029,0,0,0.00485761,-0.00235935,0.00173851,-0.0016343,0,0,2.04531,1.02265
56.04,0,0,0.00480647,-0.00244457,0.00178964,-0.000495023,0,0,-2.04531,-0.511327
56.05,0,0,0.00470421,-0.00333737,0.00184078,7.31E-05,0,0,-0.463789,9.83E-15
56.059,0,0,0.00444854,-0.00615415,0.00173851,-0.000882256,0,0,-2.83284,-3.3994
56.071,0,0,0.00419288,-0.00961981,0.00168738,-0.00220521,0,0,1.39137,2.31894
56.079,0,0,0.00398835,-0.0117503,0.00173851,-0.00160866,0,0,1.02265,1.53398
56.09,0,0,0.00383495,-0.0130062,0.00173851,-0.00098072,0,0,0.566567,-2.26627
56.1,0,0,0.00363042,-0.0141425,0.00168738,-0.000899557,0,0,-1.39137,-0.463789
56.109,0,0,0.00332362,-0.0165646,0.00158511,-0.00145125,0,0,-1.6997,-0.566567
56.12,0,0,0.00306796,-0.0196041,0.00143172,-0.00353714,0,0,2.04531,-0.511327
56.129,0,0,0.0028123,-0.0218199,0.00138058,-0.00507112,0,0,-0.511327,2.55663
56.14,0,0,0.00260777,-0.0238841,0.00143172,-0.00519422,0,0,1.02265,1.02265
56.15,0,0,0.00240324,-0.0256697,0.00138058,-0.00551887,0,0,-0.463789,-2.78273
56.159,0,0,0.00214757,-0.0271364,0.00138058,-0.00579248,0,0,-1.13313,2.26627
56.17,0,0,0.00184078,-0.0290965,0.00138058,-0.00536637,0,0,-0.511327,-0.511327
56.179,0,0,0.00158511,-0.0319088,0.00138058,-0.00596292,0,0,1.53398,0
56.19,0,0,0.00143172,-0.0337119,0.00148285,-0.00572071,0,0,1.53398,2.04531
56.2,0,0,0.00127832,-0.0341989,0.00163625,-0.00336698,0,0,-0.927577,0
56.209,0,0,0.00102265,-0.0350601,0.00163625,-0.00129028,0,0,-2.26627,-3.96597
56.221,0,0,0.00076699,-0.0364398,0.00163625,-0.0008033,0,0,0.927577,1.39137
56.229,0,0,0.000511327,-0.0382295,0.00168738,-0.000547637,0,0,2.17E-15,1.02265
56.24,0,0,0.000306796,-0.0403824,0.00178964,0.000439135,0,0,1.13313,0.566567
56.25,0,0,0.000102265,-0.041681,0.00184078,0.00181891,0,0,-0.463789,-1.39137
56.259,0,0,-0.000204531,-0.0434752,0.00178964,0.00235714,0,0,-2.26627,-1.6997
56.271,0,0,-0.00056246,-0.0461536,0.00168738,0.00162668,0,0,-4.92E-16,-3.93E-15
56.279,0,0,-0.000869256,-0.0490511,0.00163625,0.000604024,0,0,1.53398,1.53398
56.29,0,0,-0.00107379,-0.0513834,0.00158511,-0.000562161,0,0,1.6997,-0.566567
56.299,0,0,-0.00132945,-0.0531731,0.00158511,-0.00113842,0,0,-2.04531,1.02265
56.309,0,0,-0.00158511,-0.0546084,0.00148285,-0.00140754,0,0,0.566567,-2.83284
56.321,0,0,-0.00184078,-0.0556078,0.00138058,-0.00233722,0,0,-7.17E-15,0.845168
56.329,0,0,-0.00209644,-0.0573974,0.00132945,-0.00318943,0,0,4.34E-15,1.02265
56.339,0,0,-0.00219871,-0.0588273,0.00138058,-0.00351138,0,0,3.78761,1.8938
56.35,0,0,-0.00230097,-0.0586649,0.00138058,-0.00359254,0,0,-1.39137,-1.85515
56.359,0,0,-0.00240324,-0.057723,0.00138058,-0.00331894,0,0,8.67E-15,0.511327
56.371,0,0,-0.0025055,-0.0562621,0.00138058,-0.00250731,0,0,1.18E-14,0
56.379,0,0,-0.00255663,-0.0549838,0.00138058,-0.00267775,0,0,1.02265,0
56.39,0,0,-0.00260777,-0.0539073,0.00143172,-0.00276746,0,0,-0.566567,1.13313
56.4,0,0,-0.00260777,-0.0526899,0.00153398,-0.00171234,0,0,0.927577,0.463789
56.409,0,0,-0.00260777,-0.0501781,0.00153398,-0.000456448,0,0,-0.566567,-2.83284
56.421,0,0,-0.0026589,-0.0479501,0.00158511,0.000817811,0,0,-0.927577,1.85515
56.429,0,0,-0.00271003,-0.0464162,0.00163625,0.00218135,0,0,0.511327,-0.511327
56.44,0,0,-0.00271003,-0.0447207,0.00163625,0.0021051,0,0,1.13313,-1.13313
56.45,0,0,-0.00276117,-0.0433409,0.00168738,0.00218626,0,0,-1.39137,1.39137
56.459,0,0,-0.0028123,-0.0418159,0.00163625,0.00254509,0,0,0.566567,-2.83284
56.471,0,0,-0.00286343,-0.0397503,0.00158511,0.00189173,0,0,1.97E-14,0.927577
56.479,0,0,-0.00291456,-0.0377902,0.00153398,0.00146562,0,0,1.30E-14,0
56.49,0,0,-0.0029657,-0.0367048,0.00148285,0.000505761,0,0,-4.81E-15,2.40E-15
56.5,0,0,-0.00301683,-0.0360555,0.00143172,-0.0011175,0,0,-7.87E-15,-3.93E-15
56.509,0,0,-0.00306796,-0.0346202,0.00143172,-0.00192486,0,0,4.81E-15,1.13313
56.52,0,0,-0.00311909,-0.0328549,0.00138058,-0.00185181,0,0,-2.17E-14,-1.53398
56.529,0,0,-0.00317023,-0.0311505,0.00132945,-0.0026188,0,0,8.67E-15,0.511327
56.54,0,0,-0.00317023,-0.0293474,0.00127832,-0.00385227,0,0,1.02265,-2.17E-15
56.55,0,0,-0.00317023,-0.0277241,0.00127832,-0.0046639,0,0,-0.463789,0.927577
56.559,0,0,-0.00311909,-0.0251226,0.00132945,-0.00412566,0,0,1.13313,0.566567
56.57,0,0,-0.00306796,-0.0217706,0.00138058,-0.0028027,0,0,-0.511327,-0.511327
56.579,0,0,-0.00301683,-0.0185322,0.00143172,-0.00169482,0,0,-8.67E-15,8.67E-15
56.59,0,0,-0.00301683,-0.0162985,0.00148285,-0.000909893,0,0,-1.02265,6.51E-15
56.6,0,0,-0.00291456,-0.014103,0.00153398,-0.000333636,0,0,2.31894,3.93E-15
56.609,0,0,-0.00286343,-0.0109633,0.00163625,0.000832549,0,0,-2.26627,1.13313
56.621,0,0,-0.0028123,-0.00870181,0.00168738,0.00241154,0,0,0.463789,-1.39137
56.629,0,0,-0.00276117,-0.00614518,0.00173851,0.00334897,0,0,0,0.511327
56.64,0,0,-0.00276117,-0.00445072,0.00173851,0.003339,0,0,-1.13313,-1.13313
56.65,0,0,-0.00271003,-0.00372026,0.00173851,0.00293319,0,0,1.39137,0.463789
56.659,0,0,-0.00271003,-0.00259892,0.00173851,0.00301841,0,0,-1.6997,1.20E-14
56.671,0,0,-0.00271003,-0.00186846,0.00173851,0.00301841,0,0,0.463789,9.83E-15
56.679,0,0,-0.00271003,-0.00127191,0.00173851,0.00301841,0,0,0,1.08E-14
56.69,0,0,-0.00271003,-0.000913084,0.00168738,0.00248017,0,0,0,-1.13313
56.7,0,0,-0.00276117,-0.000994247,0.00158511,0.00101924,0,0,-0.927577,-0.463789
56.709,0,0,-0.0028123,-0.00162219,0.00158511,0.000122172,0,0,0.566567,2.83284
56.721,0,0,-0.0028123,-0.00154103,0.00158511,0.000203335,0,0,0.927577,-0.927577
56.729,0,0,-0.00276117,-0.000688818,0.00153398,-0.000563656,0,0,0.511327,-1.02265
56.74,0,0,-0.00271003,2.88E-05,0.00148285,-0.00128131,0,0,-0.566567,0.566567
56.751,0,0,-0.0026589,0.000578529,0.00143172,-0.001831,0,0,3.58E-15,1.79E-15
56.76,0,0,-0.00255663,0.00179854,0.00148285,-0.00174578,0,0,1.02265,2.04531
56.772,0,0,-0.00240324,0.00334063,0.00153398,-0.000609499,0,0,0.463789,-0.927577
56.78,0,0,-0.00224984,0.00513028,0.00158511,0.000242712,0,0,-0.511327,4.34E-15
56.791,0,0,-0.00214757,0.00665529,0.00163625,0.00113978,0,0,-1.13313,-7.21E-15
56.801,0,0,-0.00204531,0.00779157,0.00168738,0.00195141,0,0,0.463789,-7.87E-15
56.81,0,0,-0.00189191,0.00940629,0.00173851,0.00257935,0,0,1.13313,-4.81E-15
56.822,0,0,-0.00168738,0.0113745,0.00184078,0.0033991,0,0,0.463789,0.927577
56.83,0,0,-0.00148285,0.0135902,0.00194304,0.00484786,0,0,-0.511327,-0.511327
56.841,0,0,-0.00138058,0.0150166,0.00194304,0.00563279,0,0,-2.26627,-2.26627
56.851,0,0,-0.00122718,0.0158282,0.00194304,0.00563279,0,0,1.85515,0.927577
56.86,0,0,-0.00112492,0.0167253,0.00189191,0.00500484,0,0,-1.6997,-1.13313
56.872,0,0,-0.000920388,0.0174314,0.00189191,0.00425003,0,0,2.31894,1.39137
56.88,0,0,-0.000715858,0.0188801,0.00189191,0.00390914,0,0,-1.02265,-0.511327
56.891,0,0,-0.00056246,0.0202347,0.00178964,0.0029448,0,0,-1.13313,-2.26627
56.901,0,0,-0.000460194,0.0207217,0.00168738,0.00156503,0,0,-0.463789,0.927577
