Time(s),Cart Position(m),Cart Velocity(m/s),Hook Angle(deg),Hook Angle Rate(deg/s),Payload Angle(deg),Payload Angle Rate(deg/s),Force(N),Cart Acceleration(m/s^2),,
56.91,0,0,-0.000255663,0.0212599,0.00168738,0.000488551,0,0,2.83284,2.26627
56.922,0,0,-5.11E-05,0.0227209,0.00168738,1.57E-06,0,0,-0.927577,-0.927577
56.93,0,0,0.000153398,0.0239992,0.00168738,-0.000339312,0,0,-5.42E-16,4.34E-15
56.941,0,0,0.000306796,0.0253448,0.00163625,-0.000787844,0,0,-1.13313,-1.13313
56.951,0,0,0.000460194,0.0263187,0.00158511,-0.00119366,0,0,0.463789,0.463789
56.96,0,0,0.00076699,0.0282026,0.00168738,-0.000834833,0,0,3.3994,3.3994
56.972,0,0,0.00107379,0.0309621,0.00173851,-2.32E-05,0,0,-1.39137,-2.31894
56.98,0,0,0.00132945,0.0332631,0.00173851,6.20E-05,0,0,-1.02265,-0.511327
56.991,0,0,0.00153398,0.0351469,0.00173851,0.000241431,0,0,-0.566567,0.566567
57.001,0,0,0.00173851,0.0369325,0.00178964,0.00121539,0,0,0.463789,0.927577
57.01,0,0,0.00204531,0.0398031,0.00189191,0.00247128,0,0,2.26627,0.566567
57.022,0,0,0.0023521,0.0425627,0.00199417,0.00320174,0,0,-0.927577,-0.463789
57.03,0,0,0.00260777,0.0445227,0.00209644,0.00430962,0,0,-1.02265,0
57.041,0,0,0.00276117,0.0455992,0.00209644,0.00520668,0,0,-1.6997,-2.26627
57.051,0,0,0.00291456,0.046267,0.00214757,0.00567522,0,0,0.927577,1.85515
57.06,0,0,0.00311909,0.0471999,0.00214757,0.00585911,0,0,1.13313,-1.6997
57.072,0,0,0.00332362,0.0477681,0.00219871,0.0054533,0,0,-0.463789,1.39137
57.08,0,0,0.00342589,0.0475976,0.00219871,0.00528286,0,0,-2.04531,-1.53398
57.091,0,0,0.00347702,0.0469697,0.00209644,0.00420638,0,0,1.92E-14,-1.6997
57.101,0,0,0.00357929,0.0468073,0.00199417,0.00282661,0,0,1.39137,0.927577
57.11,0,0,0.00373269,0.0468971,0.00204531,0.00228837,0,0,0.566567,3.3994
57.122,0,0,0.00383495,0.0464101,0.00204531,0.00204488,0,0,-1.39137,-2.31894
57.13,0,0,0.00388608,0.0451318,0.00194304,0.0005109,0,0,-0.511327,-1.53398
57.141,0,0,0.00393722,0.0442347,0.00189191,-0.000655284,0,0,0.566567,2.26627
57.15,0,0,0.00398835,0.043768,0.00184078,-0.000833843,0,0,-8.67E-15,-0.511327
57.16,0,0,0.00419288,0.0438577,0.00194304,-0.000205898,0,0,3.3994,3.3994
57.172,0,0,0.00429515,0.0439573,0.00194304,0.000579908,0,0,-2.95809,-2.95809
57.18,0,0,0.00429515,0.0422529,0.00189191,6.86E-05,0,0,-1.02265,-6.51E-15
57.191,0,0,0.00429515,0.0405485,0.00194304,0.00060682,0,0,1.13313,2.83284
57.2,0,0,0.00439741,0.040167,0.00199417,0.00217732,0,0,2.04531,-1.02265
57.21,0,0,0.00449968,0.0398979,0.00209644,0.0032538,0,0,-1.13313,1.13313
57.222,0,0,0.00460194,0.038887,0.00214757,0.00371127,0,0,0,-1.26775
57.23,0,0,0.00460194,0.0375235,0.00214757,0.00379649,0,0,-2.04531,-0.511327
57.241,0,0,0.00460194,0.0358191,0.00214757,0.0039759,0,0,1.13313,0.566567
57.25,0,0,0.00465307,0.0349385,0.00219871,0.00471854,0,0,1.02265,1.02265
57.26,0,0,0.00465307,0.0330546,0.00219871,0.00462883,0,0,-1.6997,-1.6997
57.272,0,0,0.00460194,0.0300663,0.00214757,0.00350731,0,0,-0.422584,-0.422584
57.28,0,0,0.00455081,0.0272541,0.00209644,0.00291076,0,0,0.511327,0.511327
57.292,0,0,0.00444854,0.0246884,0.00204531,0.00257436,0,0,-1.02265,2.17E-14
57.3,0,0,0.00449968,0.0229759,0.00209644,0.00241609,0,0,3.57929,2.04531
57.31,0,0,0.00449968,0.021117,0.00204531,0.00170343,0,0,-3.15634,-3.78761
57.321,0,0,0.00439741,0.0179516,0.00194304,-9.97E-07,0,0,-1.39137,0
57.33,0,0,0.00424401,0.0143723,0.00178964,-0.0020463,0,0,4.34E-14,-0.511327
57.341,0,0,0.00419288,0.0119054,0.00178964,-0.00300168,0,0,2.55663,3.57929
57.35,0,0,0.00424401,0.011106,0.00184078,-0.00257151,0,0,1.02265,-0.511327
57.36,0,0,0.00424401,0.00985007,0.00184078,-0.00257151,0,0,-2.26627,-1.6997
57.371,0,0,0.00414175,0.0075775,0.00173851,-0.00330198,0,0,-1.39137,-1.39137
57.381,0,0,0.00403948,0.00541045,0.00163625,-0.0045316,0,0,0.927577,0.927577
57.392,0,0,0.00409062,0.00488076,0.00173851,-0.00374133,0,0,2.78273,3.71031
57.4,0,0,0.00419288,0.00529939,0.00184078,-0.00151148,0,0,-0.566567,-2.26627
57.41,0,0,0.00419288,0.00451695,0.00184078,-0.00104302,0,0,-3.15634,-2.52507
57.421,0,0,0.00414175,0.00305601,0.00178964,-0.00185465,0,0,7.87E-15,-9.83E-15
57.431,0,0,0.00409062,0.00205771,0.00178964,-0.00150159,0,0,0.463789,1.39137
57.441,0,0,0.00414175,0.0017841,0.00189191,-9.77E-05,0,0,2.04531,1.53398
57.45,0,0,0.00424401,0.00225506,0.00204531,0.0015888,0,0,-1.92E-14,-2.40E-15
57.46,0,0,0.00414175,0.000909466,0.00199417,0.0015888,0,0,-5.09911,-5.09911
57.471,0,0,0.00403948,-0.00154387,0.00194304,0.000316018,0,0,1.85515,1.85515
57.48,0,0,0.00398835,-0.00231086,0.00194304,0.000571681,0,0,1.02265,1.02265
57.491,0,0,0.00403948,-0.00196101,0.00199417,0.000912566,0,0,1.53398,0.511327
57.5,0,0,0.00403948,-0.00213145,0.00204531,0.000827345,0,0,-2.04531,-0.511327
57.51,0,0,0.00388608,-0.00410499,0.00189191,-0.000518252,0,0,-2.83284,-4.53254
57.521,0,0,0.00368155,-0.00658415,0.00178964,-0.00243665,0,0,0.463789,2.78273
57.53,0,0,0.00357929,-0.00820335,0.00173851,-0.0030332,0,0,2.55663,0.511327
57.542,0,0,0.00357929,-0.00818627,0.00178964,-0.00278117,0,0,0.927577,1.39137
57.55,0,0,0.00347702,-0.00878281,0.00178964,-0.00269595,0,0,-3.06796,-2.04531
57.561,0,0,0.00327249,-0.0106667,0.00168738,-0.00359301,0,0,-1.13313,-1.6997
57.571,0,0,0.00311909,-0.0118989,0.00168738,-0.00377009,0,0,1.85515,2.78273
57.579,0,0,0.0029657,-0.0127132,0.00168738,-0.00306939,0,0,-0.631268,-1.26254
57.591,0,0,0.0029657,-0.0125427,0.00173851,-0.00238762,0,0,3.06796,1.02265
57.599,0,0,0.00276117,-0.0131393,0.00163625,-0.0027285,0,0,-5.6246,-3.57929
57.61,0,0,0.00255663,-0.0157657,0.00158511,-0.00372026,0,0,2.26627,2.83284
57.635,0,0,0.00245437,-0.0158604,0.00163625,-0.00281394,0,0,0.631268,0.473451
57.641,0,0,0.00240324,-0.014857,0.00168738,-0.00123597,0,0,-9.03E-15,-0.425662
57.657,0,0,0.00224984,-0.0147795,0.00168738,-0.000484474,0,0,-2.11292,-0.845168
57.661,0,0,0.00204531,-0.0167396,0.00163625,-0.00133669,0,0,-4.34E-15,-0.511327
57.67,0,0,0.00189191,-0.0194584,0.00168738,-0.00160581,0,0,3.63072,6.05121
57.679,0,0,0.00178964,-0.0199318,0.00178964,-9.08E-05,0,0,0.631268,-1.87E-14
57.691,0,0,0.00168738,-0.0196884,0.00184078,0.0015325,0,0,-0.463789,-1.39137
57.699,0,0,0.00143172,-0.0212264,0.00178964,0.00119973,0,0,-3.06796,-1.53398
57.71,0,0,0.00112492,-0.0249941,0.00173851,-0.000684107,0,0,0.566567,1.13313
57.72,0,0,0.000920388,-0.0274966,0.00173851,-0.00122519,0,0,2.31894,0.927577
57.729,0,0,0.00076699,-0.0284364,0.00173851,-0.000729672,0,0,0,-0.566567
57.741,0,0,0.00056246,-0.0293292,0.00168738,-0.000729672,0,0,-1.39137,-0.927577
57.749,0,0,0.000255663,-0.0317154,0.00158511,-0.00209321,0,0,-1.53398,-0.511327
57.76,0,0,1.18E-16,-0.0352139,0.00153398,-0.00415646,0,0,2.26627,1.6997
57.769,0,0,-0.000153398,-0.0366582,0.00153398,-0.00460051,0,0,1.53398,0.511327
57.779,0,0,-0.000357929,-0.0369572,0.00158511,-0.00351121,0,0,-2.26627,0.566567
57.791,0,0,-0.00056246,-0.0379876,0.00153398,-0.00334077,0,0,0.422584,-2.11292
57.799,0,0,-0.000818123,-0.0401181,0.00148285,-0.0042782,0,0,-1.02265,1.02265
57.81,0,0,-0.000971521,-0.0422531,0.00148285,-0.00496894,0,0,2.83284,1.13313
57.82,0,0,-0.00107379,-0.0421677,0.00153398,-0.00401635,0,0,0,0.463789
57.829,0,0,-0.00117605,-0.0412706,0.00153398,-0.00244862,0,0,-0.566567,-1.6997
57.841,0,0,-0.00127832,-0.040804,0.00153398,-0.00201845,0,0,1.38E-14,0.463789
57.849,0,0,-0.00143172,-0.0417495,0.00153398,-0.00218078,0,0,-1.02265,6.51E-15
57.86,0,0,-0.00153398,-0.0425748,0.00158511,-0.00225255,0,0,1.6997,1.13313
57.869,0,0,-0.00153398,-0.0412158,0.00163625,-0.00111327,0,0,1.53398,-0.511327
57.879,0,0,-0.00163625,-0.0400325,0.00163625,-0.000446883,0,0,-3.3994,-1.13313
57.891,0,0,-0.00168738,-0.0394041,0.00168738,-0.000481316,0,0,1.69034,1.26775
57.899,0,0,-0.00173851,-0.0392336,0.00178964,3.00E-05,0,0,-0.511327,0.511327
57.91,0,0,-0.00173851,-0.0386461,0.00184078,0.00100333,0,0,1.13313,-1.6997
57.919,0,0,-0.00178964,-0.0366636,0.00189191,0.00224128,0,0,-1.53398,0.511327
57.929,0,0,-0.00189191,-0.0368081,0.00184078,0.00205688,0,0,-0.566567,-2.26627
57.941,0,0,-0.00194304,-0.037153,0.00189191,0.00159454,0,0,1.26775,2.53551
57.949,0,0,-0.00194304,-0.0364634,0.00194304,0.00203614,0,0,0.511327,-1.02265
57.96,0,0,-0.00204531,-0.0352076,0.00189191,0.00228731,0,0,-2.83284,-2.26627
57.969,0,0,-0.00219871,-0.0341259,0.00178964,0.0014351,0,0,4.34E-15,4.34E-15
57.994,0,0,-0.00230097,-0.033736,0.00173851,8.72E-05,0,0,0.530789,0.530789
58,0,0,-0.0023521,-0.0333354,0.00173851,-0.000617125,0,0,0.212831,0.212831
58.01,0,0,-0.0023521,-0.0318227,0.00168738,-0.000659735,0,0,0.798948,-2.39684
58.019,0,0,-0.0023521,-0.0289521,0.00168738,-0.00030091,0,0,-0.566567,1.6997
58.029,0,0,-0.0023521,-0.0269231,0.00163625,-0.000317996,0,0,-4.81E-15,-1.6997
58.041,0,0,-0.0023521,-0.0255775,0.00163625,-0.000640124,0,0,-3.58E-15,1.26775
58.049,0,0,-0.0023521,-0.0241977,0.00163625,-0.000311414,0,0,-4.34E-15,-0.511327
58.06,0,0,-0.00224984,-0.0213585,0.00168738,0.000724696,0,0,2.26627,1.13313
58.069,0,0,-0.00219871,-0.01799,0.00168738,0.00169801,0,0,-2.04531,-1.53398
58.079,0,0,-0.00214757,-0.0160972,0.00173851,0.00196265,0,0,0.566567,1.6997
58.091,0,0,-0.00209644,-0.0142745,0.00173851,0.00183624,0,0,-1.79E-14,-1.26775
58.099,0,0,-0.00209644,-0.0124771,0.00178964,0.00200668,0,0,-1.02265,1.53398
58.11,0,0,-0.00204531,-0.0103376,0.00184078,0.00314147,0,0,1.6997,-0.566567
58.119,0,0,-0.00204531,-0.00828785,0.00189191,0.00374699,0,0,-1.53398,-1.30E-14
58.129,0,0,-0.00199417,-0.0072968,0.00194304,0.00387087,0,0,1.6997,2.40E-15
58.141,0,0,-0.00199417,-0.00625702,0.00199417,0.00398912,0,0,-1.26775,-1.61E-14
58.149,0,0,-0.00199417,-0.00553062,0.00199417,0.00424072,0,0,0.511327,-1.02265
58.16,0,0,-0.00199417,-0.00442274,0.00199417,0.00415102,0,0,9.61E-15,0.566567
58.169,0,0,-0.00194304,-0.00300089,0.00199417,0.0038819,0,0,1.02265,0
58.179,0,0,-0.00194304,-0.00247611,0.00199417,0.00337057,0,0,-1.6997,0
58.191,0,0,-0.00194304,-0.00219476,0.00194304,0.00295874,0,0,0.422584,-0.845168
58.199,0,0,-0.00199417,-0.00175316,0.00189191,0.00229246,0,0,-1.02265,0.511327
58.21,0,0,-0.00199417,-0.00168139,0.00184078,0.00107694,0,0,1.6997,9.61E-15
58.219,0,0,-0.00199417,-0.00141676,0.00184078,0.000188845,0,0,-0.511327,1.02265
58.229,0,0,-0.00199417,-0.00124632,0.00178964,-0.000331452,0,0,1.44E-14,-1.6997
58.241,0,0,-0.00199417,-0.000438957,0.00178964,-0.000474167,0,0,-3.58E-15,1.26775
58.249,0,0,-0.00194304,0.000436496,0.00178964,-0.000311472,0,0,1.02265,-0.511327
58.26,0,0,-0.00189191,0.00105996,0.00173851,-0.00117714,0,0,-0.566567,-1.13313
58.269,0,0,-0.00178964,0.00219026,0.00173851,-0.0013431,0,0,1.02265,1.53398
58.279,0,0,-0.00168738,0.00445535,0.00173851,-0.000401179,0,0,-0.566567,-0.566567
58.291,0,0,-0.00153398,0.0061142,0.00178964,0.000232283,0,0,0.845168,0.845168
58.3,0,0,-0.00138058,0.00774269,0.00184078,0.000774243,0,0,-0.463789,-0.463789
58.311,0,0,-0.00122718,0.00912754,0.00189191,0.0014134,0,0,1.30E-14,-1.08E-14
58.319,0,0,-0.00112492,0.0101143,0.00189191,0.00186193,0,0,-1.13313,-1.13313
58.329,0,0,-0.00102265,0.0109665,0.00189191,0.00194666,0,0,0.631268,0.631268
58.34,0,0,-0.000818123,0.0122651,0.00199417,0.00266606,0,0,1.85515,1.85515
58.349,0,0,-0.000613592,0.01414,0.00209644,0.00360349,0,0,-1.02265,-1.02265
58.361,0,0,-0.000511327,0.014738,0.00204531,0.00341553,0,0,-1.85515,-2.78273
58.369,0,0,-0.000460194,0.0143972,0.00199417,0.0024781,0,0,0,1.53398
58.379,0,0,-0.000306796,0.0149852,0.00204531,0.00239338,0,0,3.15634,2.52507
58.39,0,0,-0.000153398,0.0159776,0.00204531,0.00248561,0,0,-0.927577,-1.85515
58.399,0,0,1.19E-16,0.0170855,0.00204531,0.00222994,0,0,-5.42E-16,0.511327
58.411,0,0,0.000102265,0.01788,0.00194304,0.00120473,0,0,-0.927577,-1.85515
58.419,0,0,0.000204531,0.0183914,0.00189191,1.16E-05,0,0,0.511327,2.04531
58.429,0,0,0.000357929,0.0194429,0.00189191,-0.000531592,0,0,1.26254,0.631268
58.44,0,0,0.000511327,0.0205091,0.00184078,-0.00108129,0,0,-0.463789,-1.39137
58.449,0,0,0.000613592,0.021617,0.00178964,-0.00176306,0,0,-1.02265,0.511327
58.461,0,0,0.00076699,0.022591,0.00173851,-0.00207916,0,0,1.39137,3.93E-15
58.469,0,0,0.000920388,0.0236988,0.00168738,-0.00250527,0,0,-0.511327,-2.17E-15
58.479,0,0,0.00107379,0.0248501,0.00168738,-0.00269465,0,0,5.35E-15,1.26254
58.49,0,0,0.00122718,0.026145,0.00168738,-0.00238107,0,0,-2.95E-15,-0.463789
58.499,0,0,0.00138058,0.027679,0.00168738,-0.00186974,0,0,2.17E-15,-1.08E-14
58.511,0,0,0.00158511,0.029409,0.00168738,-0.00142121,0,0,0.927577,-9.83E-15
58.519,0,0,0.00178964,0.0311134,0.00168738,-0.00125076,0,0,-0.511327,-1.08E-14
58.529,0,0,0.00199417,0.0330072,0.00168738,-0.00107135,0,0,1.34E-14,-1.34E-14
58.54,0,0,0.00219871,0.0346305,0.00168738,-0.00083893,0,0,-1.57E-14,-9.83E-15
58.549,0,0,0.0023521,0.0358236,0.00168738,-0.000924151,0,0,-1.02265,-1.08E-14
58.561,0,0,0.0025055,0.0364216,0.00173851,-0.000411543,0,0,0.463789,0.927577
58.569,0,0,0.0026589,0.0370182,0.00178964,0.000355447,0,0,-1.30E-14,-0.511327
58.579,0,0,0.0028123,0.0374518,0.00184078,0.000739192,0,0,1.07E-14,-2.68E-15
58.59,0,0,0.00291456,0.0374186,0.00189191,0.000912585,0,0,-0.927577,-3.93E-15
58.599,0,0,0.00301683,0.0368869,0.00194304,0.000851713,0,0,0.511327,2.17E-15
58.611,0,0,0.00306796,0.0361768,0.00194304,0.000587933,0,0,-0.927577,-0.927577
58.619,0,0,0.00317023,0.0356968,0.00194304,0.000323299,0,0,1.53398,0.511327
58.629,0,0,0.00327249,0.0358862,0.00199417,0.00070206,0,0,-0.631268,1.26254
58.64,0,0,0.00327249,0.0349123,0.00194304,0.000215082,0,0,-1.85515,-2.31894
58.649,0,0,0.00327249,0.032867,0.00189191,-0.00140412,0,0,1.02265,1.02265
58.661,0,0,0.00327249,0.0317307,0.00189191,-0.00164761,0,0,-7.87E-15,0.927577
58.669,0,0,0.00327249,0.0313046,0.00189191,-0.000880619,0,0,-4.34E-15,-0.511327
58.679,0,0,0.00327249,0.0303577,0.00184078,-0.00125938,0,0,-5.35E-15,-1.26254
58.69,0,0,0.00327249,0.0289779,0.00184078,-0.00182752,0,0,-3.93E-15,1.39137
58.699,0,0,0.00327249,0.0276996,0.00178964,-0.00191274,0,0,-4.34E-15,-1.53398
58.711,0,0,0.00332362,0.0269691,0.00184078,-0.00142576,0,0,0.927577,2.31894
58.719,0,0,0.00337476,0.0267134,0.00184078,-0.000317888,0,0,-0.511327,-2.04531
58.729,0,0,0.00337476,0.0256719,0.00178964,-0.000601959,0,0,-1.26254,-0.631268
58.739,0,0,0.00337476,0.024288,0.00178964,-0.000695296,0,0,0.511327,1.53398
58.749,0,0,0.00337476,0.0232654,0.00178964,-9.87E-05,0,0,8.67E-15,-0.511327
58.761,0,0,0.00342589,0.0225238,0.00184078,0.000539488,0,0,0.845168,0.845168
58.769,0,0,0.00342589,0.021416,0.00184078,0.00122126,0,0,-1.53398,-1.53398
58.779,0,0,0.00337476,0.0196169,0.00178964,0.00103188,0,0,-0.631268,-0.631268
58.789,0,0,0.00342589,0.0183994,0.00184078,0.000950714,0,0,2.55663,2.55663
58.799,0,0,0.00352816,0.0179733,0.00189191,0.00154726,0,0,8.67E-15,-1.02265
58.81,0,0,0.00347702,0.0166747,0.00189191,0.00170959,0,0,-3.24652,-0.927577
58.819,0,0,0.00342589,0.0142033,0.00194304,0.00188003,0,0,1.53398,1.53398
58.829,0,0,0.00342589,0.0121301,0.00199417,0.00241827,0,0,1.13313,-0.566567
58.839,0,0,0.00347702,0.0108477,0.00204531,0.00284437,0,0,0.511327,1.30E-14
58.849,0,0,0.00347702,0.00965459,0.00209644,0.00327048,0,0,-1.53398,-8.67E-15
58.861,0,0,0.00342589,0.00820841,0.00204531,0.00294952,0,0,-0.422584,-1.69034
58.869,0,0,0.00342589,0.00667443,0.00204531,0.00209731,0,0,1.53398,2.04531
58.879,0,0,0.00342589,0.00534877,0.00204531,0.00171855,0,0,-0.631268,-0.631268
58.89,0,0,0.00342589,0.00437482,0.00199417,0.00106924,0,0,7.87E-15,-0.927577
58.899,0,0,0.00337476,0.00335216,0.00189191,-0.000123854,0,0,-1.02265,-0.511327
58.911,0,0,0.00327249,0.00205355,0.00184078,-0.000935485,0,0,-0.463789,1.39137
58.919,0,0,0.00322136,0.000775236,0.00184078,-0.000935485,0,0,1.53398,0.511327
58.929,0,0,0.00317023,-0.000645116,0.00184078,-0.00112486,0,0,-0.631268,-0.631268
58.94,0,0,0.00311909,-0.00137558,0.00178964,-0.00136835,0,0,-3.54E-14,-0.927577
58.949,0,0,0.00306796,-0.00163125,0.00173851,-0.00128313,0,0,2.17E-14,0.511327
58.961,0,0,0.00306796,-0.00179357,0.00178964,-0.00103964,0,0,0.927577,1.85515
58.969,0,0,0.00311909,-0.00145269,0.00184078,-0.000528317,0,0,0.511327,-1.02265
58.979,0,0,0.00306796,-0.00145269,0.00178964,-0.000338936,0,0,-3.15634,-2.52507
58.99,0,0,0.00301683,-0.00202083,0.00173851,-0.000663588,0,0,0.927577,0.927577
58.999,0,0,0.00301683,-0.00219127,0.00173851,-0.000663588,0,0,1.02265,1.02265
59.011,0,0,0.00306796,-0.00211011,0.00178964,-0.000338936,0,0,0.463789,0.463789
59.019,0,0,0.00301683,-0.00262144,0.00178964,-0.000424158,0,0,-2.55663,-1.53398
59.03,0,0,0.00291456,-0.00370788,0.00173851,-0.000404223,0,0,2.40E-14,-0.566567
59.04,0,0,0.00291456,-0.00402847,0.00178964,-0.000148559,0,0,2.31894,2.31894
59.049,0,0,0.0029657,-0.00357994,0.00189191,0.000663284,0,0,9.61E-15,1.68E-14
59.061,0,0,0.00291456,-0.00381236,0.00189191,0.000836678,0,0,-2.31894,-2.31894
59.069,0,0,0.0028123,-0.00492024,0.00189191,0.000410572,0,0,1.30E-14,1.02265
59.08,0,0,0.00276117,-0.00525913,0.00194304,0.00105845,0,0,1.6997,1.13313
59.089,0,0,0.00271003,-0.00560001,0.00199417,0.00156978,0,0,-0.511327,-0.511327
59.099,0,0,0.00260777,-0.00716988,0.00204531,0.00142176,0,0,-1.13313,9.61E-15
59.11,0,0,0.00245437,-0.00846849,0.00199417,0.00117827,0,0,-0.463789,-1.85515
59.119,0,0,0.00230097,-0.00915025,0.00194304,0.000411284,0,0,0.511327,1.02265
59.13,0,0,0.00219871,-0.0099935,0.00199417,-4.17E-05,0,0,1.02265,2.04531
59.139,0,0,0.00204531,-0.011357,0.00199417,-0.000126955,0,0,-1.53398,-2.04531
59.149,0,0,0.00189191,-0.013048,0.00189191,-0.00118101,0,0,0.566567,-1.6997
59.161,0,0,0.00168738,-0.0141326,0.00184078,-0.0018008,0,0,-0.845168,1.69034
59.169,0,0,0.00153398,-0.015411,0.00184078,-0.00154513,0,0,1.53398,0.511327
59.18,0,0,0.00143172,-0.0164924,0.00189191,-0.001281,0,0,0.566567,0.566567
59.19,0,0,0.00122718,-0.0177099,0.00184078,-0.00103751,0,0,-2.31894,-2.31894
59.199,0,0,0.00102265,-0.0194277,0.00178964,-0.000898463,0,0,1.13313,1.13313
59.21,0,0,0.000971521,-0.0196347,0.00184078,-0.000163938,0,0,3.06796,2.04531
59.219,0,0,0.000920388,-0.0191234,0.00189191,0.000517832,0,0,-1.53398,-1.02265
59.23,0,0,0.000818123,-0.0194264,0.00184078,0.00033792,0,0,-1.02265,-2.04531
59.24,0,0,0.000613592,-0.0204003,0.00178964,1.33E-05,0,0,-1.39137,0.927577
59.249,0,0,0.000511327,-0.0214095,0.00178964,0.000345182,0,0,3.3994,1.13313
59.261,0,0,0.000511327,-0.0214095,0.00184078,0.000588671,0,0,0.927577,0.463789
59.269,0,0,0.000409062,-0.0220913,0.00178964,-7.88E-06,0,0,-3.06796,-2.55663
59.28,0,0,0.000255663,-0.0234369,0.00173851,-0.000541132,0,0,3.60E-15,1.13313
59.289,0,0,0.000153398,-0.0239766,0.00178964,0.00011223,0,0,1.53398,2.04531
59.299,0,0,0.000102265,-0.0243444,0.00189191,0.00117974,0,0,0.566567,2.16E-14
59.311,0,0,-5.11E-05,-0.0254438,0.00189191,0.00124245,0,0,-2.11292,-2.11292
59.32,0,0,-0.000204531,-0.0268236,0.00184078,0.000580976,0,0,0.927577,1.97E-15
59.331,0,0,-0.000306796,-0.0269492,0.00189191,0.000939802,0,0,1.02265,2.55663
59.339,0,0,-0.000357929,-0.0270816,0.00199417,0.00183687,0,0,0.566567,-4.81E-15
59.349,0,0,-0.000460194,-0.028193,0.00199417,0.00141325,0,0,-1.8938,-3.15634
59.361,0,0,-0.000613592,-0.0292776,0.00194304,0.000620069,0,0,-0.422584,-8.96E-15
59.37,0,0,-0.000715858,-0.0294805,0.00194304,0.000547022,0,0,1.39137,1.39137
59.38,0,0,-0.000664725,-0.0287629,0.00199417,0.000636728,0,0,2.83284,0.566567
59.389,0,0,-0.000715858,-0.0282426,0.00194304,0.000125401,0,0,-3.96597,-2.83284
59.399,0,0,-0.000818123,-0.028422,0.00184078,-0.0012202,0,0,0,4.81E-15
59.411,0,0,-0.000869256,-0.0279055,0.00184078,-0.0015264,0,0,1.26775,2.11292
59.42,0,0,-0.000818123,-0.0263796,0.00189191,-0.000524039,0,0,1.39137,-3.93E-15
59.43,0,0,-0.000818123,-0.0249981,0.00189191,-0.00034014,0,0,-2.26627,-1.6997
59.439,0,0,-0.000920388,-0.0246034,0.00178964,-0.00130897,0,0,-1.6997,-1.6997
59.449,0,0,-0.00102265,-0.0242446,0.00173851,-0.00148838,0,0,1.13313,2.26627
59.461,0,0,-0.000920388,-0.0226951,0.00184078,-0.00040375,0,0,3.38067,2.11292
59.47,0,0,-0.000869256,-0.0202684,0.00184078,0.000249612,0,0,-2.78273,-3.24652
59.48,0,0,-0.000971521,-0.0197301,0.00173851,-0.000826866,0,0,-2.83284,-1.13313
59.489,0,0,-0.000971521,-0.0191406,0.00168738,-0.00163422,0,0,3.96597,2.26627
59.499,0,0,-0.000869256,-0.0164494,0.00173851,-0.000826866,0,0,1.13313,1.6997
59.511,0,0,-0.000818123,-0.0148147,0.00173851,-0.000602192,0,0,-1.69034,-1.69034
59.52,0,0,-0.000869256,-0.0148066,0.00163625,-0.00176688,0,0,-1.39137,-1.39137
59.53,0,0,-0.000971521,-0.0150219,0.00158511,-0.00248902,0,0,1.08E-14,2.26627
59.539,0,0,-0.000818123,-0.0132833,0.00168738,-0.00147234,0,0,6.23224,2.83284
59.549,0,0,-0.00076699,-0.0105921,0.00178964,-0.000126748,0,0,-5.09911,-1.6997
59.561,0,0,-0.000869256,-0.0108946,0.00173851,-0.000373926,0,0,-1.69034,-2.53551
59.57,0,0,-0.000869256,-0.0111219,0.00173851,-0.000779741,0,0,3.24652,2.31894
59.58,0,0,-0.00076699,-0.00905864,0.00184078,0.00047615,0,0,1.13313,1.6997
59.589,0,0,-0.000664725,-0.00687429,0.00189191,0.00119829,0,0,-1.13313,-2.26627
59.599,0,0,-0.000715858,-0.00624634,0.00184078,0.000121809,0,0,-3.3994,-1.6997
59.611,0,0,-0.00076699,-0.00609139,0.00178964,-0.000807876,0,0,1.26775,0.845168
59.62,0,0,-0.000664725,-0.00438697,0.00189191,-7.74E-05,0,0,2.78273,2.78273
59.63,0,0,-0.00056246,-0.00219813,0.00194304,0.000819656,0,0,-1.6997,-2.83284
59.639,0,0,-0.000613592,-0.00157019,0.00184078,-0.000525941,0,0,-3.3994,-2.83284
59.649,0,0,-0.000664725,-0.00162501,0.00178964,-0.00189646,0,0,1.6997,2.83284
59.675,0,0,-0.000613592,-0.00049303,0.00184078,-0.0014144,0,0,0.631268,0.473451
59.68,0,0,-0.00056246,0.000946959,0.00184078,-0.000950983,0,0,-0.425662,-0.851325
59.705,0,0,-0.000664725,0.000719703,0.00178964,-0.00153707,0,0,-1.36354,-0.227256
59.709,0,0,-0.000664725,0.000128877,0.00178964,-0.00171339,0,0,1.7024,0.729598
59.719,0,0,-0.000715858,0.000904198,0.00173851,-0.00105981,0,0,-4.1741,-3.13057
59.73,0,0,-0.000715858,0.0012805,0.00168738,-0.00115942,0,0,1.39137,0.463789
59.74,0,0,-0.000715858,0.00119934,0.00168738,-0.00172756,0,0,-0.463789,0.927577
59.749,0,0,-0.000715858,0.00084051,0.00163625,-0.00217609,0,0,0,-1.6997
59.759,0,0,-0.000664725,0.00173757,0.00163625,-0.00181727,0,0,1.13313,1.6997
59.769,0,0,-0.000613592,0.00332538,0.00168738,-0.000669023,0,0,-0.511327,0.511327
59.781,0,0,-0.00056246,0.0035578,0.00168738,-0.000823971,0,0,3.58E-15,-1.26775
